WKT,networkGrp
"LINESTRING (2551878.64221186 6673047.83481379,2551825.4079518 6673124.78247551)","0"
"LINESTRING (2551949.77796646 6673099.60669694,2551845.42132773 6673126.92296681)","0"
"LINESTRING (2552016.71470691 6673148.76798087,2551949.77796646 6673099.60669694)","0"
"LINESTRING (2551538.49731635 6673054.47633822,2551573.186618 6673194.32843831)","0"
"LINESTRING (2551845.42132773 6673126.92296681,2551825.4079518 6673124.78247551)","0"
"LINESTRING (2551538.49731635 6673054.47633822,2551467.82353579 6673072.66051201,2551502.29009995 6673211.67241926)","0"
"LINESTRING (2551825.4079518 6673124.78247551,2551804.23964073 6673136.30512029,2551655.09626748 6673173.83373419)","0"
"LINESTRING (2551845.42132773 6673126.92296681,2551871.43211682 6673231.22690758)","0"
"LINESTRING (2552016.71470691 6673148.76798087,2551969.53560676 6673214.33302995)","0"
"LINESTRING (2552576.74275252 6673055.24651499,2552568.97993852 6673125.64267295,2552559.51771998 6673146.45745054)","0"
"LINESTRING (2552289.78261985 6673123.6122069,2552250.07759991 6673094.85560643)","0"
"LINESTRING (2552061.53443958 6673087.61394425,2552016.71470691 6673148.76798087)","0"
"LINESTRING (2552459.21160374 6673074.48092985,2552378.5476343 6673187.6669093)","0"
"LINESTRING (2552188.33806756 6673180.10517366,2552061.53443958 6673087.61394425)","0"
"LINESTRING (2552250.07759991 6673094.85560643,2552188.33806756 6673180.10517366)","0"
"LINESTRING (2552338.56213011 6673159.19037311,2552289.78261985 6673123.6122069)","0"
"LINESTRING (2552559.51771998 6673146.45745054,2552554.46900354 6673143.70681919)","0"
"LINESTRING (2552565.00366186 6673149.44813699,2552559.51771998 6673146.45745054)","0"
"LINESTRING (2552692.16201991 6673088.9342473,2552681.8748477 6673207.53146879)","0"
"LINESTRING (2552841.95710656 6673043.23375772,2552800.23095014 6673040.09303683)","0"
"LINESTRING (2552904.64533563 6673047.97484594,2552841.95710656 6673043.23375772)","0"
"LINESTRING (2552994.86226853 6673053.92621195,2552904.64533563 6673047.97484594)","0"
"LINESTRING (2553058.11971562 6673058.3372244,2552994.86226853 6673053.92621195)","0"
"LINESTRING (2552800.23095014 6673040.09303683,2552796.01543691 6673098.05634109)","0"
"LINESTRING (2552796.01543691 6673098.05634109,2552692.16201991 6673088.9342473)","0"
"LINESTRING (2552904.64533563 6673047.97484594,2552892.74125423 6673220.99455896)","0"
"LINESTRING (2552994.86226853 6673053.92621195,2552983.12317786 6673226.42580559)","0"
"LINESTRING (2553058.11971562 6673058.3372244,2553059.70362666 6673072.41045461,2553050.24140812 6673236.10802794)","0"
"LINESTRING (2552796.01543691 6673098.05634109,2552788.43411272 6673214.00295419)","0"
"LINESTRING (2552338.56213011 6673159.19037311,2552312.82357574 6673194.92857606,2552264.50603953 6673160.33063484,2552289.78261985 6673123.6122069)","0"
"LINESTRING (2552378.5476343 6673187.6669093,2552338.56213011 6673159.19037311)","0"
"LINESTRING (2552146.09219033 6673240.58905646,2552016.71470691 6673148.76798087)","0"
"LINESTRING (2552188.33806756 6673180.10517366,2552146.09219033 6673240.58905646)","0"
"LINESTRING (2552468.14585195 6673251.84163926,2552378.5476343 6673187.6669093)","0"
"LINESTRING (2552318.96123101 6673271.77621482,2552188.33806756 6673180.10517366)","0"
"LINESTRING (2552378.5476343 6673187.6669093,2552318.96123101 6673271.77621482)","0"
"LINESTRING (2552681.8748477 6673207.53146879,2552680.16611041 6673242.62269841,2552678.43479091 6673278.17768414)","0"
"LINESTRING (2552473.31831143 6673253.91211449,2552468.14585195 6673251.84163926)","0"
"LINESTRING (2552478.68051026 6673256.06260809,2552473.31831143 6673253.91211449)","0"
"LINESTRING (2551655.09626748 6673173.83373419,2551573.186618 6673194.32843831)","0"
"LINESTRING (2551314.92662336 6673157.73003792,2551319.10913845 6673194.16840158,2551312.91373642 6673244.52996102)","0"
"LINESTRING (2551573.186618 6673194.32843831,2551502.29009995 6673211.67241926)","0"
"LINESTRING (2551655.09626748 6673173.83373419,2551675.61286515 6673254.3722201)","0"
"LINESTRING (2551502.29009995 6673211.67241926,2551448.18963855 6673225.06549336)","0"
"LINESTRING (2551969.53560676 6673214.33302995,2551953.02828391 6673208.57170756,2551871.43211682 6673231.22690758)","0"
"LINESTRING (2551448.18963855 6673225.06549336,2551444.1968628 6673225.96569998)","0"
"LINESTRING (2551969.53560676 6673214.33302995,2551949.82746368 6673239.51881081)","0"
"LINESTRING (2551444.1968628 6673225.96569998,2551433.39821932 6673228.38625557)","0"
"LINESTRING (2551433.39821932 6673228.38625557,2551424.05149428 6673230.49673999)","0"
"LINESTRING (2551871.43211682 6673231.22690758,2551832.20557001 6673236.45810829)","0"
"LINESTRING (2551949.82746368 6673239.51881081,2551928.37866837 6673231.46696268,2551871.43211682 6673231.22690758)","0"
"LINESTRING (2551871.43211682 6673231.22690758,2551880.20137429 6673268.03535618)","0"
"LINESTRING (2551424.05149428 6673230.49673999,2551388.84247182 6673240.47903121,2551388.17425935 6673250.43131555,2551397.32299551 6673270.46591407)","0"
"LINESTRING (2551424.05149428 6673230.49673999,2551411.66893976 6673254.94235096,2551397.32299551 6673270.46591407)","0"
"LINESTRING (2551832.20557001 6673236.45810829,2551686.73324057 6673273.27655919)","0"
"LINESTRING (2551949.82746368 6673239.51881081,2551919.63415951 6673281.24838896)","0"
"LINESTRING (2551379.26475976 6673289.07018428,2551346.25836359 6673254.56226372,2551328.05163619 6673245.92028013,2551312.91373642 6673244.52996102)","0"
"LINESTRING (2551487.02845714 6673323.15800842,2551456.76090713 6673262.22402231,2551448.18963855 6673225.06549336)","0"
"LINESTRING (2551686.73324057 6673273.27655919,2551680.81832278 6673274.81691275,2551676.52856372 6673275.93716988)","0"
"LINESTRING (2551919.63415951 6673281.24838896,2551890.10906781 6673280.26816397,2551880.20137429 6673268.03535618)","0"
"LINESTRING (2551397.32299551 6673270.46591407,2551379.26475976 6673289.07018428)","0"
"LINESTRING (2552080.14539428 6673330.99980834,2552006.79876385 6673277.94763134,2551949.82746368 6673239.51881081)","0"
"LINESTRING (2551871.43211682 6673231.22690758,2551844.22514492 6673251.51156349,2551789.98444139 6673311.99544629,2551764.12214396 6673339.77182177)","0"
"LINESTRING (2551880.20137429 6673268.03535618,2551892.33644271 6673318.97704877)","0"
"LINESTRING (2551676.52856372 6673275.93716988,2551487.02845714 6673323.15800842)","0"
"LINESTRING (2551919.63415951 6673281.24838896,2551892.33644271 6673318.97704877)","0"
"LINESTRING (2551764.12214396 6673339.77182177,2551699.33853258 6673290.82058605,2551690.17329735 6673282.13859328,2551686.73324057 6673273.27655919)","0"
"LINESTRING (2551422.00560919 6673330.08959942,2551379.26475976 6673289.07018428)","0"
"LINESTRING (2551755.71586611 6673348.65386046,2551695.96447209 6673304.3236854,2551680.04286634 6673285.98947717,2551676.52856372 6673275.93716988)","0"
"LINESTRING (2552892.74125423 6673220.99455896,2552890.77448027 6673256.70976948,2552888.7732271 6673293.05109802)","0"
"LINESTRING (2552983.12317786 6673226.42580559,2552980.98994727 6673262.50056162,2552978.88291602 6673298.13226429)","0"
"LINESTRING (2552782.32120605 6673285.59938764,2552678.43479091 6673278.17768414)","0"
"LINESTRING (2552888.7732271 6673293.05109802,2552782.32120605 6673285.59938764)","0"
"LINESTRING (2552978.88291602 6673298.13226429,2552888.7732271 6673293.05109802)","0"
"LINESTRING (2553055.66960324 6673293.86128398,2553039.12928224 6673301.74309308)","0"
"LINESTRING (2553039.12928224 6673301.74309308,2552978.88291602 6673298.13226429)","0"
"LINESTRING (2552782.32120605 6673285.59938764,2552777.04150259 6673358.90621367)","0"
"LINESTRING (2552888.7732271 6673293.05109802,2552879.33575716 6673419.21005514)","0"
"LINESTRING (2552978.88291602 6673298.13226429,2552971.73056774 6673425.08140279)","0"
"LINESTRING (2552531.11456526 6673268.44545031,2552514.15351789 6673262.22402231,2552491.15380969 6673261.063756,2552478.68051026 6673256.06260809)","0"
"LINESTRING (2552227.25113198 6673298.41232858,2552146.09219033 6673240.58905646)","0"
"LINESTRING (2552678.43479091 6673278.17768414,2552640.58586174 6673275.67731715,2552531.11456526 6673268.44545031)","0"
"LINESTRING (2552146.09219033 6673240.58905646,2552080.14539428 6673330.99980834)","0"
"LINESTRING (2552318.96123101 6673271.77621482,2552292.50496695 6673307.02430527,2552245.84558761 6673274.60686453,2552227.25113198 6673298.41232858)","0"
"LINESTRING (2552408.75743754 6673338.73158301,2552318.96123101 6673271.77621482)","0"
"LINESTRING (2552531.11456526 6673268.44545031,2552529.04869692 6673296.54854587,2552521.65234671 6673397.16499517)","0"
"LINESTRING (2552678.43479091 6673278.17768414,2552677.90682056 6673285.53937386,2552674.216005 6673336.24757164,2552669.12106402 6673406.24707977)","0"
"LINESTRING (2552080.14539428 6673330.99980834,2552067.26786756 6673354.56521729)","0"
"LINESTRING (2552227.25113198 6673298.41232858,2552147.76684627 6673412.80858582)","0"
"LINESTRING (2551675.61286515 6673254.3722201,2551680.81832278 6673274.81691275,2551682.5094778 6673281.45843717,2551699.75100941 6673299.7926454,2551760.59959181 6673343.49267582,2551763.53642686 6673345.60316024,2551774.27732359 6673347.45358496,2551828.16329704 6673385.08222182,2551837.36153042 6673395.31457044,2551844.05190465 6673402.75627853)","0"
"LINESTRING (2551764.12214396 6673339.77182177,2551760.59959181 6673343.49267582,2551755.71586611 6673348.65386046)","0"
"LINESTRING (2551892.33644271 6673318.97704877,2551837.36153042 6673395.31457044,2551832.46955518 6673402.1161316)","0"
"LINESTRING (2551509.39295102 6673395.79468064,2551422.00560919 6673330.08959942)","0"
"LINESTRING (2552067.26786756 6673354.56521729,2552027.95882538 6673407.94747006,2551903.24233017 6673321.14754697,2551892.33644271 6673318.97704877)","0"
"LINESTRING (2551312.91373642 6673244.52996102,2551308.68997365 6673268.85554444,2551291.34119806 6673494.17726229)","0"
"LINESTRING (2551832.46955518 6673402.1161316,2551755.71586611 6673348.65386046)","0"
"LINESTRING (2551422.00560919 6673330.08959942,2551396.16806038 6673358.33608281,2551386.89558117 6673427.36192623)","0"
"LINESTRING (2551655.74798088 6673452.04759231,2551656.8781674 6673439.72476386,2551487.02845714 6673323.15800842)","0"
"LINESTRING (2551755.71586611 6673348.65386046,2551655.74798088 6673452.04759231)","0"
"LINESTRING (2553039.12928224 6673301.74309308,2553031.424215 6673429.04231193)","0"
"LINESTRING (2553119.90049566 6673301.24297829,2553112.40166684 6673434.35353101)","0"
"LINESTRING (2553205.65442923 6673309.33483561,2553195.48275053 6673439.70475927)","0"
"LINESTRING (2552777.04150259 6673358.90621367,2552773.23846619 6673412.66855368)","0"
"LINESTRING (2552773.23846619 6673412.66855368,2552720.80905139 6673409.43495284,2552669.12106402 6673406.24707977)","0"
"LINESTRING (2552879.33575716 6673419.21005514,2552825.95680176 6673415.91893893,2552773.23846619 6673412.66855368)","0"
"LINESTRING (2552971.73056774 6673425.08140279,2552930.17033469 6673422.44040407,2552879.33575716 6673419.21005514)","0"
"LINESTRING (2553031.424215 6673429.04231193,2552971.73056774 6673425.08140279)","0"
"LINESTRING (2553112.40166684 6673434.35353101,2553031.424215 6673429.04231193)","0"
"LINESTRING (2553195.48275053 6673439.70475927,2553112.40166684 6673434.35353101)","0"
"LINESTRING (2552521.65234671 6673397.16499517,2552480.85838794 6673392.57394139,2552448.38821165 6673384.40206571,2552422.24542998 6673371.04900079,2552398.04128942 6673352.81481552)","0"
"LINESTRING (2552147.76684627 6673412.80858582,2552067.26786756 6673354.56521729)","0"
"LINESTRING (2552669.12106402 6673406.24707977,2552521.65234671 6673397.16499517)","0"
"LINESTRING (2552212.11323221 6673461.83983991,2552147.76684627 6673412.80858582)","0"
"LINESTRING (2552521.65234671 6673397.16499517,2552514.7639836 6673499.37845611)","0"
"LINESTRING (2552669.12106402 6673406.24707977,2552662.21620184 6673501.08884869,2552661.86147176 6673506.00997824)","0"
"LINESTRING (2552181.40845677 6673476.6832469,2552212.11323221 6673461.83983991)","0"
"LINESTRING (2552271.138667 6673506.22002645,2552212.11323221 6673461.83983991)","0"
"LINESTRING (2552661.86147176 6673506.00997824,2552514.7639836 6673499.37845611)","0"
"LINESTRING (2552256.45449175 6673534.2964708,2552181.40845677 6673476.6832469)","0"
"LINESTRING (2551314.92662336 6673157.73003792,2551055.06621862 6673137.35536135,2551046.14021995 6673142.68658502)","0"
"LINESTRING (2551046.14021995 6673142.68658502,2551022.5217965 6673186.14656034,2551003.49011543 6673197.48916379,2550911.12005346 6673225.30554846,2550899.78519009 6673215.85337891,2550904.9411505 6673194.27842684,2550915.38506391 6673178.00469154,2550966.04546853 6673150.92847677,2550989.64739291 6673144.18692939,2551046.14021995 6673142.68658502)","0"
"LINESTRING (2551193.09746599 6673547.36947143,2551034.70636214 6673639.9707261)","0"
"LINESTRING (2551193.09746599 6673547.36947143,2551173.76055206 6673670.5777513)","0"
"LINESTRING (2551039.13636333 6673648.87276937,2551034.70636214 6673639.9707261)","0"
"LINESTRING (2551173.76055206 6673670.5777513,2551039.13636333 6673648.87276937)","0"
"LINESTRING (2551034.70636214 6673639.9707261,2550919.04785819 6673708.45644555)","0"
"LINESTRING (2551257.60059312 6673682.42046954,2551173.76055206 6673670.5777513)","0"
"LINESTRING (2550919.04785819 6673708.45644555,2550933.69903529 6673730.84158359)","0"
"LINESTRING (2550254.91890949 6673758.08783739,2550235.68923953 6673737.38308505,2550212.96176604 6673702.56509332,2550195.4232511 6673691.96265975,2550186.32361316 6673691.7595981)","0"
"LINESTRING (2551509.39295102 6673395.79468064,2551482.53245966 6673422.46080128)","0"
"LINESTRING (2551482.53245966 6673422.46080128,2551456.69491084 6673412.72856746,2551395.8133303 6673420.73040411,2551386.89558117 6673427.36192623)","0"
"LINESTRING (2551899.27430304 6673441.98528272,2551844.05190465 6673402.75627853)","0"
"LINESTRING (2551895.07528888 6673445.70613676,2551832.46955518 6673402.1161316)","0"
"LINESTRING (2551639.61188717 6673470.69187171,2551567.55218446 6673434.56357922,2551509.39295102 6673395.79468064)","0"
"LINESTRING (2551899.27430304 6673441.98528272,2551895.07528888 6673445.70613676)","0"
"LINESTRING (2551602.58796665 6673488.70600647,2551597.66299326 6673472.94238827,2551592.01206065 6673468.18129546,2551482.53245966 6673422.46080128)","0"
"LINESTRING (2551832.46955518 6673402.1161316,2551753.94221573 6673510.25095166)","0"
"LINESTRING (2551386.89558117 6673427.36192623,2551376.90539228 6673436.06392359,2551339.22150882 6673456.33857721,2551291.34119806 6673494.17726229)","0"
"LINESTRING (2551655.74798088 6673452.04759231,2551639.61188717 6673470.69187171)","0"
"LINESTRING (2553241.39967157 6673442.85548245,2553195.48275053 6673439.70475927)","0"
"LINESTRING (2552773.23846619 6673412.66855368,2552766.53159289 6673507.5403295,2552766.26760772 6673511.30119272)","0"
"LINESTRING (2552971.73056774 6673425.08140279,2552977.20001054 6673466.29086155,2552974.80764491 6673488.1758848,2552966.16213049 6673509.98088967)","0"
"LINESTRING (2552879.33575716 6673419.21005514,2552872.47214266 6673518.93294443)","0"
"LINESTRING (2553112.40166684 6673434.35353101,2553108.07066009 6673450.79730533,2553106.90747542 6673495.86765028,2553112.03043769 6673518.2827952)","0"
"LINESTRING (2553241.39967157 6673442.85548245,2553233.33162472 6673542.71840388)","0"
"LINESTRING (2552766.26760772 6673511.30119272,2552661.86147176 6673506.00997824)","0"
"LINESTRING (2552785.59627211 6673513.14161515,2552766.26760772 6673511.30119272)","0"
"LINESTRING (2553112.03043769 6673518.2827952,2552966.16213049 6673509.98088967)","0"
"LINESTRING (2552872.47214266 6673518.93294443,2552785.59627211 6673513.14161515)","0"
"LINESTRING (2551753.94221573 6673510.25095166,2551673.15450323 6673459.26924989,2551655.74798088 6673452.04759231)","0"
"LINESTRING (2551639.61188717 6673470.69187171,2551617.61862244 6673499.04838035)","0"
"LINESTRING (2551602.58796665 6673488.70600647,2551527.55843074 6673498.80832525)","0"
"LINESTRING (2551617.61862244 6673499.04838035,2551602.58796665 6673488.70600647)","0"
"LINESTRING (2551895.07528888 6673445.70613676,2551893.5491246 6673447.06644899,2551818.50308962 6673548.54974234)","0"
"LINESTRING (2551737.7566248 6673535.51675089,2551639.61188717 6673470.69187171)","0"
"LINESTRING (2551527.55843074 6673498.80832525,2551445.19505674 6673509.88086672)","0"
"LINESTRING (2551291.34119806 6673494.17726229,2551290.14501524 6673526.75473976)","0"
"LINESTRING (2551445.19505674 6673509.88086672,2551290.14501524 6673526.75473976)","0"
"LINESTRING (2551291.34119806 6673494.17726229,2551265.53664739 6673504.27958106,2551193.09746599 6673547.36947143)","0"
"LINESTRING (2552275.65116355 6673509.60080243,2552271.138667 6673506.22002645)","0"
"LINESTRING (2552275.93989734 6673509.82085294,2552275.65116355 6673509.60080243)","0"
"LINESTRING (2552288.54518935 6673519.57309136,2552275.93989734 6673509.82085294)","0"
"LINESTRING (2552514.7639836 6673499.37845611,2552509.97100281 6673570.47477477)","0"
"LINESTRING (2552168.73716846 6673636.91002358,2551899.27430304 6673441.98528272)","0"
"LINESTRING (2552348.16459078 6673563.05307127,2552308.44307177 6673535.95685191,2552288.54518935 6673519.57309136)","0"
"LINESTRING (2552661.86147176 6673506.00997824,2552658.83389181 6673514.27187458,2552654.65137672 6673568.41430183,2552644.86742625 6673602.58214434)","0"
"LINESTRING (2552345.05451546 6673566.84394139,2552348.16459078 6673563.05307127)","0"
"LINESTRING (2552510.04524864 6673575.04582396,2552363.53347758 6673567.5441021,2552348.16459078 6673563.05307127)","0"
"LINESTRING (2552510.04524864 6673575.04582396,2552509.97100281 6673570.47477477)","0"
"LINESTRING (2551753.94221573 6673510.25095166,2551737.7566248 6673535.51675089)","0"
"LINESTRING (2551818.50308962 6673548.54974234,2551753.94221573 6673510.25095166)","0"
"LINESTRING (2551527.55843074 6673498.80832525,2551528.90310521 6673530.41558003,2551499.65849776 6673564.6534386,2551457.84159644 6673570.30473574)","0"
"LINESTRING (2551455.74621413 6673563.93327331,2551448.59386584 6673542.21828909,2551445.19505674 6673509.88086672)","0"
"LINESTRING (2551952.46731542 6673511.14115599,2551893.78836116 6673596.39072323)","0"
"LINESTRING (2551799.74364325 6673574.96580559,2551737.7566248 6673535.51675089)","0"
"LINESTRING (2551290.14501524 6673526.75473976,2551286.4904705 6673553.34084204,2551280.93028279 6673584.32795447)","0"
"LINESTRING (2551818.50308962 6673548.54974234,2551799.74364325 6673574.96580559)","0"
"LINESTRING (2551457.84159644 6673570.30473574,2551455.74621413 6673563.93327331)","0"
"LINESTRING (2551887.97243782 6673592.83990821,2551818.50308962 6673548.54974234)","0"
"LINESTRING (2551455.74621413 6673563.93327331,2551427.20281729 6673567.88418015,2551286.25123394 6673585.2181588)","0"
"LINESTRING (2551617.61862244 6673499.04838035,2551503.74201841 6673652.12351551)","0"
"LINESTRING (2551286.25123394 6673585.2181588,2551280.93028279 6673584.32795447)","0"
"LINESTRING (2551737.7566248 6673535.51675089,2551662.38885789 6673646.77228725)","0"
"LINESTRING (2551893.78836116 6673596.39072323,2551887.97243782 6673592.83990821)","0"
"LINESTRING (2551869.00675304 6673620.55626992,2551799.74364325 6673574.96580559)","0"
"LINESTRING (2551887.97243782 6673592.83990821,2551869.00675304 6673620.55626992)","0"
"LINESTRING (2551465.63740858 6673661.98577919,2551457.84159644 6673570.30473574)","0"
"LINESTRING (2551944.93548845 6673645.44198191,2551933.69136998 6673623.53695407,2551893.78836116 6673596.39072323)","0"
"LINESTRING (2551896.26322216 6673640.00073299,2551869.00675304 6673620.55626992)","0"
"LINESTRING (2552587.52489693 6673579.32680657,2552510.04524864 6673575.04582396)","0"
"LINESTRING (2552510.13599354 6673580.49707518,2552510.04524864 6673575.04582396)","0"
"LINESTRING (2552644.86742625 6673602.58214434,2552616.43127338 6673583.68780754,2552591.6579148 6673579.55685937,2552587.52489693 6673579.32680657)","0"
"LINESTRING (2552345.05451546 6673566.84394139,2552330.05685782 6673585.10813355,2552322.86326185 6673626.75769333)","0"
"LINESTRING (2552633.09533744 6673626.46762675,2552631.82490879 6673613.68469269,2552625.34077298 6673601.69194001,2552611.53104861 6673592.43981638,2552587.52489693 6673579.32680657)","0"
"LINESTRING (2552644.86742625 6673602.58214434,2552652.54774488 6673607.58329225)","0"
"LINESTRING (2552202.62626505 6673614.57489702,2552195.91114221 6673612.18434832)","0"
"LINESTRING (2552217.09595235 6673619.72607937,2552202.62626505 6673614.57489702)","0"
"LINESTRING (2552317.17933109 6673633.66927973,2552217.09595235 6673619.72607937)","0"
"LINESTRING (2552322.86326185 6673626.75769333,2552317.17933109 6673633.66927973)","0"
"LINESTRING (2551280.93028279 6673584.32795447,2551263.5815072 6673683.27066469)","0"
"LINESTRING (2551902.1451418 6673644.19169493,2551896.26322216 6673640.00073299)","0"
"LINESTRING (2551918.42147763 6673645.84207374,2551902.1451418 6673644.19169493)","0"
"LINESTRING (2551949.2912438 6673645.18192222,2551944.93548845 6673645.44198191)","0"
"LINESTRING (2551902.1451418 6673644.19169493,2551743.44055556 6673647.42243648)","0"
"LINESTRING (2551944.93548845 6673645.44198191,2551925.82956154 6673646.59224593,2551925.46658193 6673646.55223675)","0"
"LINESTRING (2551925.46658193 6673646.55223675,2551918.42147763 6673645.84207374)","0"
"LINESTRING (2551662.38885789 6673646.77228725,2551658.89930388 6673651.90346501)","0"
"LINESTRING (2551743.44055556 6673647.42243648,2551658.89930388 6673651.90346501)","0"
"LINESTRING (2551743.59729676 6673653.50383234,2551743.44055556 6673647.42243648)","0"
"LINESTRING (2552956.9143999 6673618.66583601,2552867.39042808 6673610.51396492)","0"
"LINESTRING (2553105.26581763 6673629.88841192,2552956.9143999 6673618.66583601)","0"
"LINESTRING (2553226.09678107 6673638.88047585,2553105.26581763 6673629.88841192)","0"
"LINESTRING (2553282.36687062 6673641.75113475,2553226.09678107 6673638.88047585)","0"
"LINESTRING (2552652.54774488 6673607.58329225,2552719.22874969 6673650.27309079,2552757.32510998 6673680.65006318,2552766.48209567 6673692.76284342)","0"
"LINESTRING (2552956.9143999 6673618.66583601,2552952.212164 6673697.55394311)","0"
"LINESTRING (2552777.75921228 6673637.51016133,2552766.48209567 6673692.76284342)","0"
"LINESTRING (2553105.26581763 6673629.88841192,2553098.56719386 6673709.27663381)","0"
"LINESTRING (2553226.09678107 6673638.88047585,2553219.77763599 6673717.48851867)","0"
"LINESTRING (2553098.56719386 6673709.27663381,2552952.212164 6673697.55394311)","0"
"LINESTRING (2551658.89930388 6673651.90346501,2551645.312317 6673652.45359128)","0"
"LINESTRING (2551645.312317 6673652.45359128,2551507.23157241 6673658.07488153)","0"
"LINESTRING (2551503.74201841 6673652.12351551,2551490.40251763 6673659.3351708)","0"
"LINESTRING (2551507.23157241 6673658.07488153,2551498.75929826 6673658.70502616)","0"
"LINESTRING (2551658.89930388 6673651.90346501,2551649.14835155 6673666.11672736)","0"
"LINESTRING (2551498.75929826 6673658.70502616,2551490.40251763 6673659.3351708)","0"
"LINESTRING (2551649.14835155 6673666.11672736,2551645.312317 6673652.45359128)","0"
"LINESTRING (2551490.40251763 6673659.3351708,2551465.63740858 6673661.98577919)","0"
"LINESTRING (2551465.63740858 6673661.98577919,2551347.88352231 6673674.82872702)","0"
"LINESTRING (2551347.88352231 6673674.82872702,2551269.78515877 6673683.12063025)","0"
"LINESTRING (2552168.73716846 6673636.91002358,2552172.43296088 6673639.59063886)","0"
"LINESTRING (2552322.86326185 6673626.75769333,2552361.28960361 6673630.08845783,2552359.01273149 6673658.44496647)","0"
"LINESTRING (2552317.17933109 6673633.66927973,2552315.54592283 6673650.46313441,2552320.32240456 6673658.92507667,2552358.75699585 6673661.56568277,2552359.01273149 6673658.44496647)","0"
"LINESTRING (2552149.28476102 6673657.95485398,2552116.04737782 6673649.56292779,2551949.2912438 6673645.18192222)","0"
"LINESTRING (2552548.23235383 6673736.99299551,2552503.12388738 6673733.62222182,2552510.13599354 6673580.49707518)","0"
"LINESTRING (2552217.09595235 6673619.72607937,2552205.03512976 6673700.73467318,2552169.05890039 6673672.21812781,2552146.07569126 6673660.49543711)","0"
"LINESTRING (2552652.54774488 6673607.58329225,2552643.2587666 6673756.56748843)","0"
"LINESTRING (2552633.09533744 6673626.46762675,2552622.83291383 6673749.4458538)","0"
"LINESTRING (2552140.72174197 6673665.15650696,2552144.8712589 6673684.15086672,2552118.04376569 6673737.92320902)","0"
"LINESTRING (2552599.19799131 6673743.63451993,2552585.58625582 6673738.88342942,2552548.23235383 6673736.99299551)","0"
"LINESTRING (2551749.36372288 6673705.58578665,2551745.2059564 6673693.5130156,2551743.59729676 6673653.50383234)","0"
"LINESTRING (2551263.5815072 6673683.27066469,2551257.60059312 6673682.42046954)","0"
"LINESTRING (2551269.78515877 6673683.12063025,2551263.5815072 6673683.27066469)","0"
"LINESTRING (2551649.14835155 6673666.11672736,2551606.06102158 6673728.9011382)","0"
"LINESTRING (2552037.8417703 6673754.31697187,2551963.95067044 6673689.02198478,2551925.46658193 6673646.55223675)","0"
"LINESTRING (2551918.42147763 6673645.84207374,2551913.01803111 6673659.90530166,2551875.95286291 6673714.60785748,2551840.6200974 6673766.09967634)","0"
"LINESTRING (2551498.75929826 6673658.70502616,2551463.78126283 6673709.03657871,2551435.48535209 6673768.17015157)","0"
"LINESTRING (2551347.88352231 6673674.82872702,2551326.89670105 6673752.10646449)","0"
"LINESTRING (2551840.6200974 6673766.09967634,2551749.36372288 6673705.58578665)","0"
"LINESTRING (2551606.06102158 6673728.9011382,2551590.5601422 6673751.8564071)","0"
"LINESTRING (2554452.00267715 6673194.55849112,2554481.46177256 6673226.67586298,2554513.4947234 6673266.00489013,2554514.87239603 6673280.8983086,2554469.67318467 6673376.39022676)","0"
"LINESTRING (2554289.33006378 6673267.36520236,2554358.04045461 6673304.68376805)","0"
"LINESTRING (2554383.25103864 6673258.04306266,2554422.91481089 6673280.53822595,2554393.62070622 6673334.84068994)","0"
"LINESTRING (2554061.72534737 6673270.45591177,2554040.40854464 6673309.84495269,2554045.58925366 6673323.12800154)","0"
"LINESTRING (2554358.04045461 6673304.68376805,2554354.9551279 6673311.34529707,2554358.25494256 6673315.61627738)","0"
"LINESTRING (2554358.25494256 6673315.61627738,2554393.62070622 6673334.84068994)","0"
"LINESTRING (2554358.25494256 6673315.61627738,2554340.80717253 6673346.86344951)","0"
"LINESTRING (2554393.62070622 6673334.84068994,2554440.93179895 6673360.58659937)","0"
"LINESTRING (2554229.47967532 6673415.93930441,2554253.18884368 6673374.27974234,2554099.54122341 6673290.14042994)","0"
"LINESTRING (2554440.93179895 6673360.58659937,2554443.79438818 6673363.11718021)","0"
"LINESTRING (2553352.63642387 6673359.16627336,2553373.38400857 6673347.72364695)","0"
"LINESTRING (2553780.15216213 6673315.01613963,2553775.7551591 6673404.64671244)","0"
"LINESTRING (2553346.45752092 6673362.56705394,2553352.63642387 6673359.16627336)","0"
"LINESTRING (2553344.13940112 6673364.03739142,2553346.45752092 6673362.56705394)","0"
"LINESTRING (2553340.54260313 6673366.31791487,2553344.13940112 6673364.03739142)","0"
"LINESTRING (2553933.32955881 6673324.63834821,2553929.66676454 6673370.90896865,2553844.20981429 6673408.26754352,2553775.7551591 6673404.64671244)","0"
"LINESTRING (2553671.62125785 6673408.03749072,2553774.74871562 6673413.85882688,2553846.52793409 6673417.56967863,2553929.12229512 6673383.37182924,2553962.67316071 6673372.99944848,2554024.09921067 6673341.06211794,2554045.58925366 6673323.12800154)","0"
"LINESTRING (2553635.94201181 6673348.14374337,2553667.24075389 6673396.28479313)","0"
"LINESTRING (2553299.34441706 6673391.5837141,2553340.54260313 6673366.31791487)","0"
